-1.34	1.9189
-1.33	1.9315
-1.32	1.9393
-1.31	1.9424
-1.30	1.9409
-1.29	1.9352
-1.28	1.9253
-1.27	1.9115
-1.26	1.8940
-1.25	1.8729
-1.24	1.8485
-1.23	1.8209
-1.22	1.7904
-1.21	1.7572
-1.20	1.7214
-1.19	1.6832
-1.18	1.6430
-1.17	1.6008
-1.16	1.5568
-1.15	1.5113
-1.14	1.4644
-1.13	1.4163
-1.12	1.3672
-1.11	1.3172
-1.10	1.2666
-1.09	1.2155
-1.08	1.1640
-1.07	1.1123
-1.06	1.0606
-1.05	1.0090
-1.04	0.9576
-1.03	0.9065
-1.02	0.8560
-1.01	0.8060
-1.00	0.7568
-0.99	0.7084
-0.98	0.6609
-0.97	0.6143
-0.96	0.5689
-0.95	0.5246
-0.94	0.4815
-0.93	0.4397
-0.92	0.3993
-0.91	0.3602
-0.90	0.3226
-0.89	0.2864
-0.88	0.2518
-0.87	0.2186
-0.86	0.1870
-0.85	0.1569
-0.84	0.1284
-0.83	0.1015
-0.82	0.0761
-0.81	0.0522
-0.80	0.0299
-0.79	0.0091
-0.78	-0.0102
-0.77	-0.0281
-0.76	-0.0445
-0.75	-0.0595
-0.74	-0.0732
-0.73	-0.0855
-0.72	-0.0965
-0.71	-0.1063
-0.70	-0.1149
-0.69	-0.1223
-0.68	-0.1287
-0.67	-0.1340
-0.66	-0.1382
-0.65	-0.1416
-0.64	-0.1440
-0.63	-0.1456
-0.62	-0.1464
-0.61	-0.1465
-0.60	-0.1459
-0.59	-0.1447
-0.58	-0.1429
-0.57	-0.1405
-0.56	-0.1377
-0.55	-0.1345
-0.54	-0.1309
-0.53	-0.1270
-0.52	-0.1228
-0.51	-0.1183
-0.50	-0.1137
-0.49	-0.1089
-0.48	-0.1039
-0.47	-0.0989
-0.46	-0.0938
-0.45	-0.0887
-0.44	-0.0837
-0.43	-0.0786
-0.42	-0.0736
-0.41	-0.0688
-0.40	-0.0640
-0.39	-0.0593
-0.38	-0.0548
-0.37	-0.0504
-0.36	-0.0463
-0.35	-0.0423
-0.34	-0.0384
-0.33	-0.0348
-0.32	-0.0314
-0.31	-0.0282
-0.30	-0.0252
-0.29	-0.0224
-0.28	-0.0198
-0.27	-0.0174
-0.26	-0.0152
-0.25	-0.0131
-0.24	-0.0113
-0.23	-0.0097
-0.22	-0.0082
-0.21	-0.0069
-0.20	-0.0057
-0.19	-0.0047
-0.18	-0.0038
-0.17	-0.0031
-0.16	-0.0024
-0.15	-0.0019
-0.14	-0.0015
-0.13	-0.0011
-0.12	-0.0008
-0.11	-0.0006
-0.10	-0.0004
-0.09	-0.0003
-0.08	-0.0002
-0.07	-0.0001
-0.06	-0.0001
-0.05	-0.0000
-0.04	-0.0000
-0.03	-0.0000
-0.02	-0.0000
-0.01	-0.0000
0.00	0.0000
0.01	0.0000
0.02	0.0000
0.03	0.0000
0.04	0.0000
0.05	0.0000
0.06	0.0001
0.07	0.0001
0.08	0.0002
0.09	0.0003
0.10	0.0004
0.11	0.0006
0.12	0.0008
0.13	0.0011
0.14	0.0015
0.15	0.0019
0.16	0.0024
0.17	0.0031
0.18	0.0038
0.19	0.0047
0.20	0.0057
0.21	0.0069
0.22	0.0082
0.23	0.0097
0.24	0.0113
0.25	0.0131
0.26	0.0152
0.27	0.0174
0.28	0.0198
0.29	0.0224
0.30	0.0252
0.31	0.0282
0.32	0.0314
0.33	0.0348
0.34	0.0384
0.35	0.0423
0.36	0.0463
0.37	0.0504
0.38	0.0548
0.39	0.0593
0.40	0.0640
0.41	0.0688
0.42	0.0736
0.43	0.0786
0.44	0.0837
0.45	0.0887
0.46	0.0938
0.47	0.0989
0.48	0.1039
0.49	0.1089
0.50	0.1137
0.51	0.1183
0.52	0.1228
0.53	0.1270
0.54	0.1309
0.55	0.1345
0.56	0.1377
0.57	0.1405
0.58	0.1429
0.59	0.1447
0.60	0.1459
0.61	0.1465
0.62	0.1464
0.63	0.1456
0.64	0.1440
0.65	0.1416
0.66	0.1382
0.67	0.1340
0.68	0.1287
0.69	0.1223
0.70	0.1149
0.71	0.1063
0.72	0.0965
0.73	0.0855
0.74	0.0732
0.75	0.0595
0.76	0.0445
0.77	0.0281
0.78	0.0102
0.79	-0.0091
0.80	-0.0299
0.81	-0.0522
0.82	-0.0761
0.83	-0.1015
0.84	-0.1284
0.85	-0.1569
0.86	-0.1870
0.87	-0.2186
0.88	-0.2518
0.89	-0.2864
0.90	-0.3226
0.91	-0.3602
0.92	-0.3993
0.93	-0.4397
0.94	-0.4815
0.95	-0.5246
0.96	-0.5689
0.97	-0.6143
0.98	-0.6609
0.99	-0.7084
1.00	-0.7568
1.01	-0.8060
1.02	-0.8560
1.03	-0.9065
1.04	-0.9576
1.05	-1.0090
1.06	-1.0606
1.07	-1.1123
1.08	-1.1640
1.09	-1.2155
1.10	-1.2666
1.11	-1.3172
1.12	-1.3672
1.13	-1.4163
1.14	-1.4644
1.15	-1.5113
1.16	-1.5568
1.17	-1.6008
1.18	-1.6430
1.19	-1.6832
1.20	-1.7214
1.21	-1.7572
1.22	-1.7904
1.23	-1.8209
1.24	-1.8485
1.25	-1.8729
1.26	-1.8940
1.27	-1.9115
1.28	-1.9253
1.29	-1.9352
1.30	-1.9409
1.31	-1.9424
1.32	-1.9393
1.33	-1.9315
1.34	-1.9189
1.35	-1.9013
1.36	-1.8785
1.37	-1.8503
1.38	-1.8166
1.39	-1.7773
1.40	-1.7322
1.41	-1.6812
1.42	-1.6243
1.43	-1.5612
1.44	-1.4919
1.45	-1.4164
1.46	-1.3345
1.47	-1.2463
1.48	-1.1517
1.49	-1.0506
1.50	-0.9430
1.51	-0.8290
1.52	-0.7086
1.53	-0.5819
1.54	-0.4488
1.55	-0.3094
1.56	-0.1639
1.57	-0.0123
1.58	0.1452
1.59	0.3085
1.60	0.4774
1.61	0.6518
1.62	0.8314
1.63	1.0160
1.64	1.2055
1.65	1.3995
1.66	1.5978
1.67	1.8000
1.68	2.0060
1.69	2.2153
1.70	2.4276
1.71	2.6425
1.72	2.8598
1.73	3.0789
1.74	3.2994
1.75	3.5210
1.76	3.7432
1.77	3.9656
1.78	4.1876
1.79	4.4088
1.80	4.6287
1.81	4.8467
1.82	5.0625
1.83	5.2753
1.84	5.4848
1.85	5.6903
1.86	5.8913
1.87	6.0872
1.88	6.2775
1.89	6.4616
1.90	6.6390
1.91	6.8090
1.92	6.9710
1.93	7.1246
1.94	7.2692
1.95	7.4041
1.96	7.5288
1.97	7.6428
1.98	7.7455
1.99	7.8364
2.00	7.9149
2.01	7.9805
2.02	8.0328
2.03	8.0712
2.04	8.0952
2.05	8.1045
2.06	8.0986
2.07	8.0770
2.08	8.0393
2.09	7.9853
2.10	7.9144
2.11	7.8265
2.12	7.7213
2.13	7.5984
2.14	7.4576
2.15	7.2987
2.16	7.1216
2.17	6.9261
2.18	6.7120
2.19	6.4794
2.20	6.2282
2.21	5.9584
2.22	5.6700
2.23	5.3631
2.24	5.0378
2.25	4.6943
2.26	4.3328
2.27	3.9535
2.28	3.5567
2.29	3.1427
2.30	2.7119
2.31	2.2647
2.32	1.8016
2.33	1.3229
2.34	0.8294
2.35	0.3215
2.36	-0.2001
2.37	-0.7347
2.38	-1.2818
2.39	-1.8404
2.40	-2.4099
2.41	-2.9894
2.42	-3.5780
2.43	-4.1748
2.44	-4.7790
2.45	-5.3895
2.46	-6.0053
2.47	-6.6254
2.48	-7.2486
2.49	-7.8740
2.50	-8.5003
